datetime,temperature,humidite,precipitation,heure,minute,seconde
2022-05-26 03:26:44.602301150,4.3,89.8,22.59,03,26,44
2022-05-26 12:11:53.156578290,4.6,68.1,1.344,12,11,53
2022-05-26 20:57:01.710855428,5.2,69.7,0.0,20,57,01
2022-05-27 05:42:10.265132566,7.5,79.1,0.0,05,42,10
2022-05-27 14:27:18.819409706,9.5,70.5,0.175,14,27,18
2022-05-27 23:12:27.373686844,6.1,89.1,36.751,23,12,27
2022-05-28 07:57:35.927963982,5.4,71.2,13.64,07,57,35
2022-05-28 16:42:44.482241120,5.8,77.9,0.0,16,42,44
2022-05-29 01:27:53.036518260,6.0,76.7,0.0,01,27,53
2022-05-29 10:13:01.590795398,6.9,81.9,0.104,10,13,01
2022-05-29 18:58:10.145072536,6.9,78.3,0.0,18,58,10
2022-05-30 03:43:18.699349676,6.2,76.1,0.314,03,43,18
2022-05-30 12:28:27.253626814,4.8,80.8,0.125,12,28,27
2022-05-30 21:13:35.807903952,7.2,71.6,0.0,21,13,35
2022-05-31 05:58:44.362181090,8.9,67.0,0.0,05,58,44
2022-05-31 14:43:52.916458230,9.2,77.9,8.064,14,43,52
2022-05-31 23:29:01.470735368,6.2,81.3,0.0,23,29,01
2022-06-01 08:14:10.025012506,9.7,68.4,0.0,08,14,10
2022-06-01 16:59:18.579289646,11.8,71.0,0.0,16,59,18
2022-06-02 01:44:27.133566784,13.1,73.3,0.14,01,44,27
2022-06-02 10:29:35.687843922,9.1,93.2,8.246,10,29,35
2022-06-02 19:14:44.242121060,6.2,88.3,12.793,19,14,44
2022-06-03 03:59:52.796398200,7.1,78.8,5.519,03,59,52
2022-06-03 12:45:01.350675338,8.1,73.5,0.0,12,45,01
2022-06-03 21:30:09.904952476,7.7,76.2,0.0,21,30,09
2022-06-04 06:15:18.459229616,5.8,87.0,4.125,06,15,18
2022-06-04 15:00:27.013506754,3.6,77.7,0.821,15,00,27
2022-06-04 23:45:35.567783892,4.0,70.0,2.592,23,45,35
2022-06-05 08:30:44.122061030,4.1,81.0,2.038,08,30,44
2022-06-05 17:15:52.676338170,7.0,63.9,0.873,17,15,52
2022-06-06 02:01:01.230615308,6.9,68.8,0.0,02,01,01
2022-06-06 10:46:09.784892446,7.2,75.3,0.015,10,46,09
2022-06-06 19:31:18.339169586,5.7,87.1,3.62,19,31,18
2022-06-07 04:16:26.893446724,4.5,88.1,2.959,04,16,26
2022-06-07 13:01:35.447723862,4.1,72.5,0.769,13,01,35
2022-06-07 21:46:44.002001000,1.5,82.4,3.42,21,46,44
2022-06-08 06:31:52.556278140,-0.6,86.1,5.893,06,31,52
2022-06-08 15:17:01.110555278,-1.8,81.2,2.601,15,17,01
2022-06-09 00:02:09.664832416,0.9,89.8,5.533,00,02,09
2022-06-09 08:47:18.219109556,1.6,82.3,0.278,08,47,18
2022-06-09 17:32:26.773386694,4.0,77.1,0.0,17,32,26
2022-06-10 02:17:35.327663832,5.3,72.8,0.0,02,17,35
2022-06-10 11:02:43.881940970,5.6,79.8,4.515,11,02,43
2022-06-10 19:47:52.436218110,1.0,81.3,3.424,19,47,52
2022-06-11 04:33:00.990495248,0.8,82.2,4.738,04,33,00
2022-06-11 13:18:09.544772386,3.4,71.9,4.832,13,18,09
2022-06-11 22:03:18.099049526,5.1,59.8,0.0,22,03,18
2022-06-12 06:48:26.653326664,5.2,74.6,0.666,06,48,26
2022-06-12 15:33:35.207603802,6.2,76.4,0.328,15,33,35
2022-06-13 00:18:43.761880940,6.2,73.0,0.169,00,18,43
2022-06-13 09:03:52.316158080,8.9,62.0,0.0,09,03,52
2022-06-13 17:49:00.870435218,7.0,77.3,0.49,17,49,00
2022-06-14 02:34:09.424712356,9.6,69.9,0.0,02,34,09
2022-06-14 11:19:17.978989496,10.5,67.0,0.0,11,19,17
2022-06-14 20:04:26.533266634,12.7,62.6,0.046,20,04,26
2022-06-15 04:49:35.087543772,13.8,63.6,0.0,04,49,35
2022-06-15 13:34:43.641820910,14.1,62.3,0.0,13,34,43
2022-06-15 22:19:52.196098050,18.1,43.5,0.0,22,19,52
2022-06-16 07:05:00.750375188,16.7,52.7,0.0,07,05,00
2022-06-16 15:50:09.304652326,13.5,62.0,2.055,15,50,09
2022-06-17 00:35:17.858929466,9.9,67.6,0.015,00,35,17
2022-06-17 09:20:26.413206604,10.0,85.8,13.904,09,20,26
2022-06-17 18:05:34.967483742,10.2,72.8,0.0,18,05,34
2022-06-18 02:50:43.521760880,12.3,60.4,0.5,02,50,43
2022-06-18 11:35:52.076038020,14.3,75.9,1.55,11,35,52
2022-06-18 20:21:00.630315158,16.2,59.6,0.0,20,21,00
2022-06-19 05:06:09.184592296,17.2,61.3,0.0,05,06,09
2022-06-19 13:51:17.738869436,8.6,82.2,5.527,13,51,17
2022-06-19 22:36:26.293146574,9.7,66.0,1.907,22,36,26
2022-06-20 07:21:34.847423712,9.8,62.8,0.104,07,21,34
2022-06-20 16:06:43.401700850,11.3,55.8,0.0,16,06,43
2022-06-21 00:51:51.955977990,13.8,53.3,0.0,00,51,51
2022-06-21 09:37:00.510255128,14.4,62.2,0.0,09,37,00
2022-06-21 18:22:09.064532266,12.0,73.1,2.805,18,22,09
2022-06-22 03:07:17.618809406,8.3,88.7,11.745,03,07,17
2022-06-22 11:52:26.173086544,7.2,84.9,3.144,11,52,26
2022-06-22 20:37:34.727363682,9.6,70.4,0.0,20,37,34
2022-06-23 05:22:43.281640820,11.2,70.6,1.566,05,22,43
2022-06-23 14:07:51.835917960,15.4,65.8,0.0,14,07,51
2022-06-23 22:53:00.390195098,18.1,60.5,0.0,22,53,00
2022-06-24 07:38:08.944472236,17.4,61.4,0.0,07,38,08
2022-06-24 16:23:17.498749376,16.0,67.9,0.0,16,23,17
2022-06-25 01:08:26.053026514,17.4,65.2,0.0,01,08,26
2022-06-25 09:53:34.607303652,16.2,63.3,0.0,09,53,34
2022-06-25 18:38:43.161580790,14.8,74.7,0.0,18,38,43
2022-06-26 03:23:51.715857930,14.7,73.9,0.0,03,23,51
2022-06-26 12:09:00.270135068,12.8,83.3,0.0,12,09,00
2022-06-26 20:54:08.824412206,13.8,77.9,0.0,20,54,08
2022-06-27 05:39:17.378689346,14.1,70.9,0.0,05,39,17
2022-06-27 14:24:25.932966484,11.8,85.2,1.392,14,24,25
2022-06-27 23:09:34.487243622,11.8,79.0,0.288,23,09,34
2022-06-28 07:54:43.041520760,12.2,77.6,0.0,07,54,43
2022-06-28 16:39:51.595797900,13.8,72.1,0.0,16,39,51
2022-06-29 01:25:00.150075038,13.7,71.9,0.0,01,25,00
2022-06-29 10:10:08.704352176,13.8,71.4,0.0,10,10,08
2022-06-29 18:55:17.258629316,13.7,65.9,0.0,18,55,17
2022-06-30 03:40:25.812906454,14.3,66.4,0.0,03,40,25
2022-06-30 12:25:34.367183592,15.6,62.1,0.0,12,25,34
2022-06-30 21:10:42.921460730,17.0,52.0,0.0,21,10,42
2022-07-01 05:55:51.475737870,18.9,50.5,0.0,05,55,51
2022-07-01 14:41:00.030015008,19.4,60.0,0.0,14,41,00
2022-07-01 23:26:08.584292146,18.7,69.0,0.104,23,26,08
2022-07-02 08:11:17.138569286,19.2,65.6,0.0,08,11,17
2022-07-02 16:56:25.692846424,19.9,53.8,0.0,16,56,25
2022-07-03 01:41:34.247123562,16.9,73.2,9.597,01,41,34
2022-07-03 10:26:42.801400700,13.3,67.3,4.86,10,26,42
2022-07-03 19:11:51.355677840,16.0,55.0,0.0,19,11,51
2022-07-04 03:56:59.909954978,17.1,55.8,0.0,03,56,59
2022-07-04 12:42:08.464232116,18.4,69.8,0.0,12,42,08
2022-07-04 21:27:17.018509256,18.9,70.9,0.0,21,27,17
2022-07-05 06:12:25.572786394,19.8,56.8,0.165,06,12,25
2022-07-05 14:57:34.127063532,20.8,56.8,0.322,14,57,34
2022-07-05 23:42:42.681340670,21.8,63.2,0.0,23,42,42
2022-07-06 08:27:51.235617810,22.7,67.6,0.102,08,27,51
2022-07-06 17:12:59.789894948,23.0,61.6,0.0,17,12,59
2022-07-07 01:58:08.344172086,25.3,55.8,0.0,01,58,08
2022-07-07 10:43:16.898449226,24.8,52.8,0.0,10,43,16
2022-07-07 19:28:25.452726364,23.4,63.7,0.0,19,28,25
2022-07-08 04:13:34.007003502,22.8,66.0,0.0,04,13,34
2022-07-08 12:58:42.561280640,22.1,71.4,0.0,12,58,42
2022-07-08 21:43:51.115557780,22.3,75.3,0.0,21,43,51
2022-07-09 06:28:59.669834918,22.2,77.6,0.0,06,28,59
2022-07-09 15:14:08.224112056,22.1,73.1,0.0,15,14,08
2022-07-09 23:59:16.778389196,22.0,62.6,0.0,23,59,16
2022-07-10 08:44:25.332666334,19.7,78.1,2.782,08,44,25
2022-07-10 17:29:33.886943472,20.0,77.6,0.207,17,29,33
2022-07-11 02:14:42.441220610,21.3,72.5,0.051,02,14,42
2022-07-11 10:59:50.995497750,24.1,62.7,0.0,10,59,50
2022-07-11 19:44:59.549774888,22.1,77.4,1.302,19,44,59
2022-07-12 04:30:08.104052026,20.4,86.4,15.959,04,30,08
2022-07-12 13:15:16.658329166,22.0,77.9,0.071,13,15,16
2022-07-12 22:00:25.212606304,22.8,73.5,0.0,22,00,25
2022-07-13 06:45:33.766883442,22.2,74.4,0.0,06,45,33
2022-07-13 15:30:42.321160580,22.0,64.9,0.0,15,30,42
2022-07-14 00:15:50.875437720,22.0,68.7,0.0,00,15,50
2022-07-14 09:00:59.429714858,22.2,70.0,0.0,09,00,59
2022-07-14 17:46:07.983991996,22.2,69.6,0.0,17,46,07
2022-07-15 02:31:16.538269136,22.0,76.2,0.038,02,31,16
2022-07-15 11:16:25.092546274,22.3,76.2,2.523,11,16,25
2022-07-15 20:01:33.646823412,24.9,65.4,0.0,20,01,33
2022-07-16 04:46:42.201100550,23.7,62.7,0.095,04,46,42
2022-07-16 13:31:50.755377690,23.3,62.3,0.0,13,31,50
2022-07-16 22:16:59.309654828,23.5,64.9,0.0,22,16,59
2022-07-17 07:02:07.863931966,22.7,63.6,0.0,07,02,07
2022-07-17 15:47:16.418209106,23.2,70.2,0.167,15,47,16
2022-07-18 00:32:24.972486244,23.6,71.1,5.959,00,32,24
2022-07-18 09:17:33.526763382,23.4,73.3,1.207,09,17,33
2022-07-18 18:02:42.081040520,23.7,69.4,0.0,18,02,42
2022-07-19 02:47:50.635317660,24.4,74.6,0.0,02,47,50
2022-07-19 11:32:59.189594798,25.1,68.5,0.0,11,32,59
2022-07-19 20:18:07.743871936,24.4,58.8,0.0,20,18,07
2022-07-20 05:03:16.298149076,23.5,60.3,0.0,05,03,16
2022-07-20 13:48:24.852426214,24.1,62.4,0.0,13,48,24
2022-07-20 22:33:33.406703352,24.8,68.9,0.0,22,33,33
2022-07-21 07:18:41.960980490,25.5,73.8,0.0,07,18,41
2022-07-21 16:03:50.515257630,24.8,74.8,0.0,16,03,50
2022-07-22 00:48:59.069534768,25.1,73.0,0.015,00,48,59
2022-07-22 09:34:07.623811906,21.0,84.5,42.826,09,34,07
2022-07-22 18:19:16.178089046,22.9,72.4,0.0,18,19,16
2022-07-23 03:04:24.732366184,23.7,65.8,0.0,03,04,24
2022-07-23 11:49:33.286643322,23.5,65.5,0.027,11,49,33
2022-07-23 20:34:41.840920460,24.0,59.6,0.0,20,34,41
2022-07-24 05:19:50.395197600,24.7,62.9,0.0,05,19,50
2022-07-24 14:04:58.949474738,25.1,65.5,0.0,14,04,58
2022-07-24 22:50:07.503751876,25.9,66.8,0.0,22,50,07
2022-07-25 07:35:16.058029016,24.6,63.6,0.0,07,35,16
2022-07-25 16:20:24.612306154,23.3,58.2,0.0,16,20,24
2022-07-26 01:05:33.166583292,24.0,61.4,0.0,01,05,33
2022-07-26 09:50:41.720860430,24.2,64.6,0.0,09,50,41
2022-07-26 18:35:50.275137570,24.7,64.6,0.0,18,35,50
2022-07-27 03:20:58.829414708,25.5,50.5,0.0,03,20,58
2022-07-27 12:06:07.383691846,26.0,48.4,0.0,12,06,07
2022-07-27 20:51:15.937968986,26.1,55.6,0.0,20,51,15
2022-07-28 05:36:24.492246124,26.2,61.4,0.0,05,36,24
2022-07-28 14:21:33.046523264,26.4,50.1,0.0,14,21,33
2022-07-28 23:06:41.600800400,25.9,66.4,0.207,23,06,41
2022-07-29 07:51:50.155077540,26.0,68.5,0.0,07,51,50
2022-07-29 16:36:58.709354676,26.5,70.6,0.0,16,36,58
2022-07-30 01:22:07.263631816,27.2,72.1,0.0,01,22,07
2022-07-30 10:07:15.817908956,26.9,59.8,0.0,10,07,15
2022-07-30 18:52:24.372186092,25.6,58.8,0.0,18,52,24
2022-07-31 03:37:32.926463232,25.8,68.0,0.0,03,37,32
2022-07-31 12:22:41.480740372,26.0,67.4,0.0,12,22,41
2022-07-31 21:07:50.035017508,26.4,68.2,0.0,21,07,50
2022-08-01 05:52:58.589294648,26.3,68.8,0.0,05,52,58
2022-08-01 14:38:07.143571788,26.8,68.8,0.0,14,38,07
2022-08-01 23:23:15.697848924,27.2,70.4,2.763,23,23,15
2022-08-02 08:08:24.252126064,27.8,64.4,0.0,08,08,24
2022-08-02 16:53:32.806403204,26.3,73.0,0.054,16,53,32
2022-08-03 01:38:41.360680340,24.4,71.9,0.154,01,38,41
2022-08-03 10:23:49.914957480,24.8,75.2,0.0,10,23,49
2022-08-03 19:08:58.469234616,25.8,74.1,0.0,19,08,58
2022-08-04 03:54:07.023511756,25.9,73.7,0.008,03,54,07
2022-08-04 12:39:15.577788896,23.0,82.3,29.07,12,39,15
2022-08-04 21:24:24.132066032,25.1,69.8,0.0,21,24,24
2022-08-05 06:09:32.686343172,26.3,70.6,0.0,06,09,32
2022-08-05 14:54:41.240620312,26.8,67.9,0.0,14,54,41
2022-08-05 23:39:49.794897448,26.8,71.5,0.0,23,39,49
2022-08-06 08:24:58.349174588,26.1,75.4,0.0,08,24,58
2022-08-06 17:10:06.903451728,26.6,72.9,0.0,17,10,06
2022-08-07 01:55:15.457728864,27.2,75.4,0.0,01,55,15
2022-08-07 10:40:24.012006004,27.6,76.7,0.0,10,40,24
2022-08-07 19:25:32.566283144,27.2,77.8,0.03,19,25,32
2022-08-08 04:10:41.120560280,22.6,82.1,17.037,04,10,41
2022-08-08 12:55:49.674837420,24.3,75.4,0.503,12,55,49
2022-08-08 21:40:58.229114556,25.2,78.0,0.422,21,40,58
2022-08-09 06:26:06.783391696,26.1,69.6,0.032,06,26,06
2022-08-09 15:11:15.337668836,26.9,69.9,0.0,15,11,15
2022-08-09 23:56:23.891945972,27.3,76.4,0.208,23,56,23
2022-08-10 08:41:32.446223112,26.0,76.5,0.262,08,41,32
2022-08-10 17:26:41.000500252,25.8,77.0,1.577,17,26,41
2022-08-11 02:11:49.554777388,26.7,75.1,0.0,02,11,49
2022-08-11 10:56:58.109054528,25.4,75.2,0.0,10,56,58
2022-08-11 19:42:06.663331668,23.2,73.5,0.126,19,42,06
2022-08-12 04:27:15.217608804,22.1,66.0,1.774,04,27,15
2022-08-12 13:12:23.771885944,21.5,61.9,0.327,13,12,23
2022-08-12 21:57:32.326163084,22.4,51.2,0.0,21,57,32
2022-08-13 06:42:40.880440220,22.2,58.3,0.0,06,42,40
2022-08-13 15:27:49.434717360,22.5,69.7,0.0,15,27,49
2022-08-14 00:12:57.988994496,23.5,64.6,0.0,00,12,57
2022-08-14 08:58:06.543271636,24.2,70.2,0.0,08,58,06
2022-08-14 17:43:15.097548776,21.5,76.5,2.652,17,43,15
2022-08-15 02:28:23.651825912,20.8,68.6,0.459,02,28,23
2022-08-15 11:13:32.206103052,21.1,61.6,0.0,11,13,32
2022-08-15 19:58:40.760380192,23.3,56.7,0.0,19,58,40
2022-08-16 04:43:49.314657328,25.7,56.4,0.0,04,43,49
2022-08-16 13:28:57.868934468,26.2,56.3,0.0,13,28,57
2022-08-16 22:14:06.423211608,23.4,61.7,0.378,22,14,06
2022-08-17 06:59:14.977488744,20.1,50.6,0.0,06,59,14
2022-08-17 15:44:23.531765884,18.8,63.7,0.024,15,44,23
2022-08-18 00:29:32.086043024,18.4,55.5,0.09,00,29,32
2022-08-18 09:14:40.640320160,14.9,75.3,10.42,09,14,40
2022-08-18 17:59:49.194597300,15.2,72.0,6.047,17,59,49
2022-08-19 02:44:57.748874436,16.3,64.0,0.094,02,44,57
2022-08-19 11:30:06.303151576,18.2,60.7,0.0,11,30,06
2022-08-19 20:15:14.857428716,19.1,62.1,0.0,20,15,14
2022-08-20 05:00:23.411705852,22.0,54.7,0.0,05,00,23
2022-08-20 13:45:31.965982992,23.6,70.0,0.238,13,45,31
2022-08-20 22:30:40.520260132,24.0,68.2,0.0,22,30,40
2022-08-21 07:15:49.074537268,24.1,64.0,0.0,07,15,49
2022-08-21 16:00:57.628814408,23.6,68.2,0.0,16,00,57
2022-08-22 00:46:06.183091548,22.6,63.7,4.509,00,46,06
2022-08-22 09:31:14.737368684,19.0,61.7,2.737,09,31,14
2022-08-22 18:16:23.291645824,17.8,62.9,0.017,18,16,23
2022-08-23 03:01:31.845922964,16.8,65.2,0.643,03,01,31
2022-08-23 11:46:40.400200100,18.2,64.6,0.024,11,46,40
2022-08-23 20:31:48.954477240,18.7,68.0,2.564,20,31,48
2022-08-24 05:16:57.508754376,19.2,71.3,0.409,05,16,57
2022-08-24 14:02:06.063031516,17.8,75.7,0.0,14,02,06
2022-08-24 22:47:14.617308656,17.8,75.4,0.0,22,47,14
2022-08-25 07:32:23.171585792,18.1,71.9,0.0,07,32,23
2022-08-25 16:17:31.725862932,17.8,66.0,0.0,16,17,31
2022-08-26 01:02:40.280140072,18.5,71.9,0.472,01,02,40
2022-08-26 09:47:48.834417208,17.5,68.5,0.054,09,47,48
2022-08-26 18:32:57.388694348,16.5,84.3,5.191,18,32,57
2022-08-27 03:18:05.942971488,17.2,73.3,5.045,03,18,05
2022-08-27 12:03:14.497248624,17.5,70.3,0.0,12,03,14
2022-08-27 20:48:23.051525764,17.4,72.4,0.4,20,48,23
2022-08-28 05:33:31.605802904,16.5,79.2,0.139,05,33,31
2022-08-28 14:18:40.160080040,14.6,78.5,0.251,14,18,40
2022-08-28 23:03:48.714357180,13.4,59.7,0.0,23,03,48
2022-08-29 07:48:57.268634316,13.3,62.6,0.0,07,48,57
2022-08-29 16:34:05.822911456,16.7,69.6,0.0,16,34,05
2022-08-30 01:19:14.377188596,16.3,74.7,0.0,01,19,14
2022-08-30 10:04:22.931465732,16.5,74.2,0.0,10,04,22
2022-08-30 18:49:31.485742872,16.7,80.9,0.0,18,49,31
2022-08-31 03:34:40.040020012,16.4,80.8,0.0,03,34,40
2022-08-31 12:19:48.594297148,16.2,75.5,0.0,12,19,48
2022-08-31 21:04:57.148574288,15.0,75.3,0.0,21,04,57
2022-09-01 05:50:05.702851428,14.3,78.0,0.0,05,50,05
2022-09-01 14:35:14.257128564,14.5,81.7,0.0,14,35,14
2022-09-01 23:20:22.811405704,15.0,81.2,0.0,23,20,22
2022-09-02 08:05:31.365682844,13.9,79.4,0.0,08,05,31
2022-09-02 16:50:39.919959980,15.4,82.8,0.0,16,50,39
2022-09-03 01:35:48.474237120,15.2,80.0,0.0,01,35,48
2022-09-03 10:20:57.028514256,17.1,65.4,0.0,10,20,57
2022-09-03 19:06:05.582791396,17.6,58.4,0.0,19,06,05
2022-09-04 03:51:14.137068536,15.7,76.0,0.0,03,51,14
2022-09-04 12:36:22.691345672,13.1,69.6,0.0,12,36,22
2022-09-04 21:21:31.245622812,13.0,68.8,0.0,21,21,31
2022-09-05 06:06:39.799899952,12.4,76.2,0.0,06,06,39
2022-09-05 14:51:48.354177088,13.1,76.7,0.0,14,51,48
2022-09-05 23:36:56.908454228,15.3,74.6,0.0,23,36,56
2022-09-06 08:22:05.462731368,14.8,79.7,0.0,08,22,05
2022-09-06 17:07:14.017008504,14.4,70.7,0.0,17,07,14
2022-09-07 01:52:22.571285644,13.9,75.6,0.0,01,52,22
2022-09-07 10:37:31.125562784,13.5,80.1,0.0,10,37,31
2022-09-07 19:22:39.679839920,16.6,73.7,0.965,19,22,39
2022-09-08 04:07:48.234117060,17.9,71.9,2.334,04,07,48
2022-09-08 12:52:56.788394196,19.4,72.0,0.061,12,52,56
2022-09-08 21:38:05.342671336,19.7,63.7,0.0,21,38,05
2022-09-09 06:23:13.896948476,19.3,59.4,0.447,06,23,13
2022-09-09 15:08:22.451225612,13.5,80.3,11.882,15,08,22
2022-09-09 23:53:31.005502752,15.8,68.5,1.422,23,53,31
2022-09-10 08:38:39.559779892,13.8,83.8,5.696,08,38,39
2022-09-10 17:23:48.114057028,11.2,73.3,1.811,17,23,48
2022-09-11 02:08:56.668334168,9.3,76.8,2.736,02,08,56
2022-09-11 10:54:05.222611308,9.2,73.8,0.671,10,54,05
2022-09-11 19:39:13.776888444,11.8,73.7,0.771,19,39,13
2022-09-12 04:24:22.331165584,12.9,78.9,0.143,04,24,22
2022-09-12 13:09:30.885442724,13.9,85.9,2.203,13,09,30
2022-09-12 21:54:39.439719860,13.4,90.6,7.378,21,54,39
2022-09-13 06:39:47.993997000,11.2,94.3,11.346,06,39,47
2022-09-13 15:24:56.548274136,10.5,88.8,2.527,15,24,56
2022-09-14 00:10:05.102551276,10.7,83.9,0.583,00,10,05
2022-09-14 08:55:13.656828416,11.6,82.1,0.359,08,55,13
2022-09-14 17:40:22.211105552,11.5,81.7,0.31,17,40,22
2022-09-15 02:25:30.765382692,11.2,82.2,0.0,02,25,30
2022-09-15 11:10:39.319659832,12.7,73.5,0.0,11,10,39
2022-09-15 19:55:47.873936968,14.8,77.1,0.312,19,55,47
2022-09-16 04:40:56.428214108,15.8,71.7,0.074,04,40,56
2022-09-16 13:26:04.982491248,16.9,71.3,0.736,13,26,04
2022-09-16 22:11:13.536768384,14.9,81.7,0.946,22,11,13
2022-09-17 06:56:22.091045524,8.6,80.8,3.677,06,56,22
2022-09-17 15:41:30.645322664,9.1,75.2,3.139,15,41,30
2022-09-18 00:26:39.199599800,13.2,82.2,0.483,00,26,39
2022-09-18 09:11:47.753876940,15.6,83.1,1.534,09,11,47
2022-09-18 17:56:56.308154076,16.1,76.1,0.0,17,56,56
2022-09-19 02:42:04.862431216,12.3,87.2,0.115,02,42,04
2022-09-19 11:27:13.416708356,7.3,78.1,3.48,11,27,13
2022-09-19 20:12:21.970985492,7.3,66.7,0.123,20,12,21
2022-09-20 04:57:30.525262632,8.5,62.6,0.169,04,57,30
2022-09-20 13:42:39.079539772,7.9,69.9,0.0,13,42,39
2022-09-20 22:27:47.633816908,9.6,72.9,0.0,22,27,47
2022-09-21 07:12:56.188094048,10.2,79.2,0.0,07,12,56
2022-09-21 15:58:04.742371188,10.9,85.3,2.461,15,58,04
2022-09-22 00:43:13.296648324,9.3,83.3,0.117,00,43,13
2022-09-22 09:28:21.850925464,10.8,74.7,0.0,09,28,21
2022-09-22 18:13:30.405202604,10.7,80.4,0.058,18,13,30
2022-09-23 02:58:38.959479740,9.0,79.5,0.024,02,58,38
2022-09-23 11:43:47.513756880,10.4,86.4,0.0,11,43,47
2022-09-23 20:28:56.068034016,10.3,87.3,0.0,20,28,56
2022-09-24 05:14:04.622311156,8.8,91.6,0.0,05,14,04
2022-09-24 13:59:13.176588296,7.9,89.6,0.0,13,59,13
2022-09-24 22:44:21.730865432,8.4,85.6,0.104,22,44,21
2022-09-25 07:29:30.285142572,9.5,89.4,0.071,07,29,30
2022-09-25 16:14:38.839419712,10.6,85.2,0.02,16,14,38
2022-09-26 00:59:47.393696848,11.0,84.4,0.08,00,59,47
2022-09-26 09:44:55.947973988,9.0,87.3,0.0,09,44,55
2022-09-26 18:30:04.502251128,8.0,83.9,0.0,18,30,04
2022-09-27 03:15:13.056528264,8.0,71.1,0.018,03,15,13
2022-09-27 12:00:21.610805404,11.5,59.3,0.008,12,00,21
2022-09-27 20:45:30.165082544,12.0,79.1,0.91,20,45,30
2022-09-28 05:30:38.719359680,10.4,88.3,0.564,05,30,38
2022-09-28 14:15:47.273636820,9.2,91.6,2.488,14,15,47
2022-09-28 23:00:55.827913956,9.9,83.3,0.167,23,00,55
2022-09-29 07:46:04.382191096,9.4,81.5,0.024,07,46,04
2022-09-29 16:31:12.936468236,8.7,84.6,0.0,16,31,12
2022-09-30 01:16:21.490745372,13.2,69.3,0.123,01,16,21
2022-09-30 10:01:30.045022512,15.8,60.6,0.0,10,01,30
2022-09-30 18:46:38.599299652,16.1,54.1,0.0,18,46,38
2022-10-01 03:31:47.153576788,13.3,63.4,0.509,03,31,47
2022-10-01 12:16:55.707853928,13.3,66.2,2.673,12,16,55
2022-10-01 21:02:04.262131068,12.2,70.5,0.0,21,02,04
2022-10-02 05:47:12.816408204,10.2,79.9,0.0,05,47,12
2022-10-02 14:32:21.370685344,8.3,74.4,0.0,14,32,21
2022-10-02 23:17:29.924962484,5.7,81.4,1.121,23,17,29
2022-10-03 08:02:38.479239620,8.3,76.4,0.119,08,02,38
2022-10-03 16:47:47.033516760,11.5,70.4,0.148,16,47,47
2022-10-04 01:32:55.587793896,7.5,84.4,2.303,01,32,55
2022-10-04 10:18:04.142071036,4.2,78.8,0.547,10,18,04
2022-10-04 19:03:12.696348176,3.5,83.2,0.546,19,03,12
2022-10-05 03:48:21.250625312,3.0,84.3,4.164,03,48,21
2022-10-05 12:33:29.804902452,4.3,80.4,6.0,12,33,29
2022-10-05 21:18:38.359179592,8.4,67.9,0.18,21,18,38
2022-10-06 06:03:46.913456728,5.4,76.5,3.091,06,03,46
2022-10-06 14:48:55.467733868,5.4,81.5,2.01,14,48,55
2022-10-06 23:34:04.022011008,3.4,88.2,12.551,23,34,04
2022-10-07 08:19:12.576288144,2.6,88.7,25.942,08,19,12
2022-10-07 17:04:21.130565284,1.7,80.5,9.368,17,04,21
2022-10-08 01:49:29.684842424,1.3,85.7,4.672,01,49,29
2022-10-08 10:34:38.239119560,3.7,75.9,4.093,10,34,38
2022-10-08 19:19:46.793396700,4.3,62.7,1.373,19,19,46
2022-10-09 04:04:55.347673836,4.2,60.5,0.0,04,04,55
2022-10-09 12:50:03.901950976,3.2,72.0,0.0,12,50,03
2022-10-09 21:35:12.456228116,5.6,68.8,1.263,21,35,12
2022-10-10 06:20:21.010505252,4.3,72.4,0.0,06,20,21
2022-10-10 15:05:29.564782392,5.7,66.9,0.104,15,05,29
2022-10-10 23:50:38.119059532,5.4,73.1,0.094,23,50,38
2022-10-11 08:35:46.673336668,8.5,67.7,0.0,08,35,46
2022-10-11 17:20:55.227613808,10.9,74.8,0.0,17,20,55
2022-10-12 02:06:03.781890948,12.6,73.6,0.0,02,06,03
2022-10-12 10:51:12.336168084,10.3,80.5,1.455,10,51,12
2022-10-12 19:36:20.890445224,10.1,79.0,0.122,19,36,20
2022-10-13 04:21:29.444722360,11.6,73.3,0.0,04,21,29
2022-10-13 13:06:37.998999500,9.5,76.9,0.0,13,06,37
2022-10-13 21:51:46.553276640,8.1,83.5,0.0,21,51,46
2022-10-14 06:36:55.107553776,11.9,79.0,0.0,06,36,55
2022-10-14 15:22:03.661830916,14.8,58.7,0.0,15,22,03
2022-10-15 00:07:12.216108056,16.5,48.8,0.045,00,07,12
2022-10-15 08:52:20.770385192,10.3,83.2,0.121,08,52,20
2022-10-15 17:37:29.324662332,8.7,91.4,1.913,17,37,29
2022-10-16 02:22:37.878939472,7.8,86.0,0.0,02,22,37
2022-10-16 11:07:46.433216608,8.5,80.0,1.1,11,07,46
2022-10-16 19:52:54.987493748,9.6,82.2,0.172,19,52,54
2022-10-17 04:38:03.541770888,9.8,89.6,2.489,04,38,03
2022-10-17 13:23:12.096048024,9.5,81.1,4.295,13,23,12
2022-10-17 22:08:20.650325164,11.8,76.5,0.088,22,08,20
2022-10-18 06:53:29.204602300,12.7,80.8,1.775,06,53,29
